experiment_label,class_name,conditioning_key,source_group,raw_norm,projected_artifact_norm,clean_norm,artifact_fraction,artifact_cosine,clean_fraction,n
stage15b_prompt_matched,backpack,prompt_matched,base_generated_control,0.3394843597672302,0.334274164466599,0.05788421988370761,0.9857374984699456,0.9857374985179898,0.16295412517760918,200
stage15b_prompt_matched,backpack,prompt_matched,ordinary_real_control,0.3562450250696349,0.34832649051708003,0.0737396652237279,0.9817322324048274,0.9817322324572462,0.18713514928583325,100
stage15b_prompt_matched,cat,prompt_matched,base_generated_control,0.31214027800534655,0.30582003219092385,0.06156035309251783,0.9823278463771018,0.9823278464275296,0.18225709511430233,200
stage15b_prompt_matched,cat,prompt_matched,ordinary_real_control,0.3275944443599527,0.31983413981768044,0.07017489706119288,0.9808155842908561,0.9808155843422028,0.1915897006492918,100
stage15b_prompt_matched,dog,prompt_matched,base_generated_control,0.3225908634986589,0.31715228740656587,0.058137780483215495,0.9850926000846882,0.9850926001339094,0.16746391192912147,200
stage15b_prompt_matched,dog,prompt_matched,ordinary_real_control,0.36346297327861643,0.3563360068148598,0.07093424758548758,0.9822445648410263,0.9822445648892204,0.18502052397531532,100
stage15b_prompt_matched,vase,prompt_matched,base_generated_control,0.3446054258011029,0.33971593078518547,0.05720453267218015,0.9870284929248035,0.9870284929724049,0.15698989164470686,200
stage15b_prompt_matched,vase,prompt_matched,ordinary_real_control,0.35671749621567833,0.3492663731219631,0.0717588491674225,0.9816306857414476,0.981630685791568,0.1881524893718137,100
