class_name,conditioning_key,source_group,mean_clean_norm,mean_raw_norm,mean_artifact_fraction,mean_artifact_cosine,n
backpack,prompt_matched,base_generated_control,0.05788421988370761,0.3394843597672302,0.9857374984699456,0.9857374985179898,200
backpack,prompt_matched,ordinary_real_control,0.0737396652237279,0.3562450250696349,0.9817322324048274,0.9817322324572462,100
cat,prompt_matched,base_generated_control,0.06156035309251783,0.31214027800534655,0.9823278463771018,0.9823278464275296,200
cat,prompt_matched,ordinary_real_control,0.07017489706119288,0.3275944443599527,0.9808155842908561,0.9808155843422028,100
dog,prompt_matched,base_generated_control,0.058137780483215495,0.3225908634986589,0.9850926000846882,0.9850926001339094,200
dog,prompt_matched,ordinary_real_control,0.07093424758548758,0.36346297327861643,0.9822445648410263,0.9822445648892204,100
vase,prompt_matched,base_generated_control,0.05720453267218015,0.3446054258011029,0.9870284929248035,0.9870284929724049,200
vase,prompt_matched,ordinary_real_control,0.0717588491674225,0.35671749621567833,0.9816306857414476,0.981630685791568,100
